NOC,Team,Games,Year,GDP,Population,Sports,Events,Athletes per Event,Median Competitor Age,Median Competitor Height,Median Competitor Weight,Summer,Home_Field_Adv,Golds,Silvers,Bronzes,Total Medals
ALG,Algeria,1980 Summer,1980,42.346,18.666,9,27,1.778,23.0,175.0,67.0,1,0,0,0,0,0
ANG,Angola,1980 Summer,1980,6.639,8.91,3,14,0.786,18.0,169.0,63.0,1,0,0,0,0,0
AUS,Australia,1980 Summer,1980,162.628,14.802,17,92,1.304,22.0,179.5,71.0,1,0,6,2,5,13
AUT,Austria,1980 Summer,1980,80.923,7.54,16,51,1.627,23.0,178.0,71.0,1,0,1,3,1,5
BEL,Belgium,1980 Summer,1980,123.478,9.855,10,51,1.157,22.0,175.5,68.5,1,0,1,0,0,1
BEN,Benin,1980 Summer,1980,2.302,3.636,1,7,1.0,23.0,170.0,62.0,1,0,0,0,0,0
BOT,Botswana,1980 Summer,1980,1.175,0.98,1,8,0.875,24.5,171.0,66.0,1,0,0,0,0,0
BRA,Brazil,1980 Summer,1980,145.819,118.563,14,72,1.458,21.5,181.0,73.0,1,0,4,0,5,9
BUL,Bulgaria,1980 Summer,1980,32.353,8.808,20,149,1.772,23.0,174.0,69.0,1,0,8,43,38,89
CMR,Cameroon,1980 Summer,1980,8.193,8.808,5,17,1.176,25.0,173.0,72.0,1,0,0,0,0,0
COL,Colombia,1980 Summer,1980,46.482,28.447,3,7,3.286,23.0,175.0,72.0,1,0,0,0,0,0
CRC,Costa Rica,1980 Summer,1980,4.854,2.302,5,17,1.588,22.0,174.0,68.0,1,0,0,0,0,0
CYP,Cyprus,1980 Summer,1980,2.314,0.509,3,13,1.077,22.0,176.0,71.0,1,0,0,0,0,0
DEN,Denmark,1980 Summer,1980,71.127,5.122,13,30,1.933,25.0,182.0,79.0,1,0,4,2,2,8
DOM,Dominican Republic,1980 Summer,1980,8.672,5.652,2,5,0.8,22.0,175.0,65.0,1,0,0,0,0,0
ECU,Ecuador,1980 Summer,1980,16.84,8.03,4,10,0.9,19.0,173.0,67.0,1,0,0,0,0,0
ESP,Spain,1980 Summer,1980,230.759,37.656,18,75,2.053,23.0,178.0,72.5,1,0,2,19,3,24
ETH,Ethiopia,1980 Summer,1980,7.385,34.32,3,26,1.577,26.0,174.0,58.5,1,0,2,0,2,4
FIN,Finland,1980 Summer,1980,53.714,4.771,16,71,1.479,25.0,180.0,75.0,1,0,3,1,5,9
FRA,France,1980 Summer,1980,702.243,53.731,13,85,1.424,24.0,176.0,67.0,1,0,18,5,6,29
GBR,Great Britain,1980 Summer,1980,603.983,56.33,14,144,1.514,22.0,176.0,70.0,1,0,5,18,24,47
GRE,Greece,1980 Summer,1980,56.529,9.584,8,30,1.3,23.0,178.0,81.0,1,0,1,0,4,5
GUA,Guatemala,1980 Summer,1980,7.718,7.211,5,7,1.429,27.5,174.5,68.0,1,0,0,0,0,0
GUY,Guyana,1980 Summer,1980,0.842,0.764,3,10,0.8,23.0,175.0,62.5,1,0,0,0,1,1
HUN,Hungary,1980 Summer,1980,23.042,10.71,21,151,1.715,24.0,176.0,68.0,1,0,8,13,40,61
IND,India,1980 Summer,1980,189.438,698.953,8,27,2.0,26.0,172.0,67.0,1,0,16,0,0,16
IRL,Ireland,1980 Summer,1980,21.38,3.427,11,38,1.211,23.0,178.5,74.0,1,0,0,2,1,3
ISL,Iceland,1980 Summer,1980,3.434,0.227,2,8,0.75,25.0,192.0,79.0,1,0,0,0,0,0
ITA,Italy,1980 Summer,1980,482.019,56.388,19,88,1.807,23.0,178.0,72.0,1,0,8,21,8,37
JAM,Jamaica,1980 Summer,1980,2.565,2.112,2,15,1.2,20.0,175.0,68.0,1,0,0,0,3,3
JOR,Jordan,1980 Summer,1980,4.03,2.374,1,3,1.333,35.0,169.0,71.0,1,0,0,0,0,0
KUW,Kuwait,1980 Summer,1980,28.724,1.37,5,17,1.941,20.0,173.0,70.0,1,0,0,0,0,0
LAO,Laos,1980 Summer,1980,1.913,3.209,3,16,1.188,21.0,165.0,58.0,1,0,0,0,0,0
LES,Lesotho,1980 Summer,1980,0.437,1.281,1,6,0.833,27.0,170.0,67.0,1,0,0,0,0,0
LIB,Lebanon,1980 Summer,1980,4.019,2.589,4,5,0.8,24.0,174.0,70.0,1,0,0,0,1,1
LUX,Luxembourg,1980 Summer,1980,6.46,0.364,2,3,0.667,28.0,174.0,79.0,1,0,0,0,0,0
MAD,Madagascar,1980 Summer,1980,5.202,8.747,4,17,0.588,19.0,165.0,56.0,1,0,0,0,0,0
MEX,Mexico,1980 Summer,1980,228.606,67.561,12,42,1.048,22.0,169.0,62.0,1,0,0,1,9,10
MLI,Mali,1980 Summer,1980,2.031,7.09,3,3,1.0,22.0,174.0,71.0,1,0,0,0,0,0
MOZ,Mozambique,1980 Summer,1980,4.615,12.142,1,1,1.0,13.0,170.0,61.0,1,0,0,0,0,0
NED,Netherlands,1980 Summer,1980,193.758,14.091,10,56,1.339,22.0,184.0,76.0,1,0,0,1,5,6
NEP,Nepal,1980 Summer,1980,2.263,15.022,3,8,1.125,24.0,162.0,51.0,1,0,0,0,0,0
NZL,New Zealand,1980 Summer,1980,22.52,3.108,2,5,0.6,28.0,179.0,83.0,1,0,0,0,0,0
PER,Peru,1980 Summer,1980,20.19,17.333,5,26,1.077,18.5,174.0,68.0,1,0,0,0,0,0
POL,Poland,1980 Summer,1980,56.731,35.567,21,162,1.889,24.0,177.0,70.0,1,0,3,25,22,50
POR,Portugal,1980 Summer,1980,32.607,9.766,6,17,0.647,19.0,170.5,61.0,1,0,0,0,0,0
PUR,Puerto Rico,1980 Summer,1980,14.436,3.203,1,3,1.0,19.0,169.0,57.0,1,0,0,0,0,0
ROU,Romania,1980 Summer,1980,46.053,22.442,20,133,1.692,24.0,174.0,68.0,1,0,7,15,46,68
SEN,Senegal,1980 Summer,1980,4.338,5.648,4,19,1.421,25.0,184.5,75.0,1,0,0,0,0,0
SEY,Seychelles,1980 Summer,1980,0.147,0.063,2,15,0.733,22.0,179.0,68.0,1,0,0,0,0,0
SLE,Sierra Leone,1980 Summer,1980,1.701,3.547,2,16,0.75,23.0,180.0,60.0,1,0,0,0,0,0
SRI,Sri Lanka,1980 Summer,1980,5.024,15.553,1,1,4.0,28.0,173.0,59.0,1,0,0,0,0,0
SUI,Switzerland,1980 Summer,1980,122.701,6.304,10,45,1.622,25.0,180.0,77.0,1,0,2,0,0,2
SWE,Sweden,1980 Summer,1980,140.384,8.318,18,102,1.422,22.0,181.0,75.0,1,0,3,8,9,20
SYR,Syria,1980 Summer,1980,12.98,9.129,4,5,1.0,20.0,172.0,90.0,1,0,0,0,0,0
TAN,Tanzania,1980 Summer,1980,10.873,18.034,3,22,1.727,26.0,170.0,62.0,1,0,0,2,0,2
TTO,Trinidad and Tobago,1980 Summer,1980,6.343,1.085,1,5,1.8,28.0,175.0,75.0,1,0,0,0,0,0
UGA,Uganda,1980 Summer,1980,7.486,11.264,2,12,1.0,23.0,180.0,71.5,1,0,0,1,0,1
VEN,Venezuela,1980 Summer,1980,69.841,14.952,7,20,1.85,21.0,173.0,68.0,1,0,0,1,0,1
VIE,Vietnam,1980 Summer,1980,35.357,54.18,4,31,0.968,23.0,164.5,57.5,1,0,0,0,0,0
ZAM,Zambia,1980 Summer,1980,4.246,5.907,2,10,0.9,26.0,173.5,69.0,1,0,0,0,0,0
ARG,Argentina,1980 Winter,1980,233.696,27.95,2,4,0.5,26.0,178.0,72.0,0,0,0,0,0,0
AUS,Australia,1980 Winter,1980,162.628,14.802,1,5,0.4,26.0,181.0,81.5,0,0,0,0,0,0
AUT,Austria,1980 Winter,1980,80.923,7.54,6,18,2.278,22.0,176.5,73.0,0,0,3,2,2,7
BEL,Belgium,1980 Winter,1980,123.478,9.855,1,3,0.333,21.0,181.0,75.0,0,0,0,0,0,0
BOL,Bolivia,1980 Winter,1980,3.589,5.161,1,3,0.333,21.0,185.0,72.0,0,0,0,0,0,0
BUL,Bulgaria,1980 Winter,1980,32.353,8.808,3,6,1.0,22.0,178.5,74.0,0,0,0,0,1,1
CAN,Canada,1980 Winter,1980,276.035,24.471,8,22,1.727,22.0,173.0,68.0,0,0,0,1,0,1
CHN,China,1980 Winter,1980,303.027,987.05,3,8,0.75,19.0,164.0,55.5,0,0,0,0,0,0
CYP,Cyprus,1980 Winter,1980,2.314,0.509,1,2,0.5,14.0,162.0,51.0,0,0,0,0,0,0
ESP,Spain,1980 Winter,1980,230.759,37.656,1,4,0.5,29.0,171.0,65.0,0,0,0,0,0,0
FIN,Finland,1980 Winter,1980,53.714,4.771,7,24,2.167,25.0,177.0,72.0,0,0,1,5,6,12
FRA,France,1980 Winter,1980,702.243,53.731,6,16,1.312,23.0,172.0,65.0,0,0,0,0,1,1
GBR,Great Britain,1980 Winter,1980,603.983,56.33,6,20,1.25,26.0,176.0,72.0,0,0,1,0,0,1
GRE,Greece,1980 Winter,1980,56.529,9.584,1,2,1.0,19.0,171.0,72.5,0,0,0,0,0,0
HUN,Hungary,1980 Winter,1980,23.042,10.71,1,1,2.0,25.0,175.0,61.5,0,0,0,2,0,2
ITA,Italy,1980 Winter,1980,482.019,56.388,7,22,1.227,24.0,173.0,68.0,0,0,0,3,0,3
JPN,Japan,1980 Winter,1980,1127.88,116.769,10,27,1.815,24.0,169.0,65.0,0,0,0,1,0,1
KOR,South Korea,1980 Winter,1980,65.368,38.124,1,9,0.556,18.0,173.0,68.0,0,0,0,0,0,0
NED,Netherlands,1980 Winter,1980,193.758,14.091,2,10,2.3,24.0,180.0,78.0,0,0,0,2,0,2
NOR,Norway,1980 Winter,1980,64.439,4.092,7,28,1.75,25.0,180.0,73.0,0,0,1,5,8,14
POL,Poland,1980 Winter,1980,56.731,35.567,5,13,2.308,24.0,176.0,72.0,0,0,0,0,0,0
ROU,Romania,1980 Winter,1980,46.053,22.442,4,6,4.167,24.5,179.0,79.0,0,0,0,0,0,0
SUI,Switzerland,1980 Winter,1980,122.701,6.304,9,23,1.783,25.0,173.0,69.0,0,0,2,4,3,9
SWE,Sweden,1980 Winter,1980,140.384,8.318,9,32,1.906,23.0,178.0,74.0,0,0,3,0,20,23
USA,United States,1980 Winter,1980,2857.33,227.622,10,38,2.395,23.0,178.0,73.0,0,1,24,4,1,29
ALG,Algeria,1984 Summer,1984,51.513,21.175,4,10,2.0,24.0,178.0,73.5,1,0,0,0,0,0
ANT,Antigua and Barbuda,1984 Summer,1984,0.208,0.065,2,16,0.812,20.0,178.0,67.0,1,0,0,0,0,0
ARG,Argentina,1984 Summer,1984,130.544,29.84,14,70,1.157,23.0,176.0,72.0,1,0,0,0,0,0
AUS,Australia,1984 Summer,1984,196.777,15.677,22,137,1.723,23.0,179.0,72.0,1,0,7,14,31,52
AUT,Austria,1984 Summer,1984,67.007,7.544,18,71,1.423,24.0,177.0,72.0,1,0,1,1,1,3
BAN,Bangladesh,1984 Summer,1984,22.744,88.417,1,2,0.5,21.0,162.0,60.0,1,0,0,0,0,0
BAR,Barbados,1984 Summer,1984,1.355,0.255,5,13,1.077,23.0,180.0,71.0,1,0,0,0,0,0
BEL,Belgium,1984 Summer,1984,81.237,9.853,14,48,1.312,23.0,177.0,73.0,1,0,1,2,2,5
BEN,Benin,1984 Summer,1984,1.456,4.13,1,3,1.0,23.0,175.0,67.0,1,0,0,0,0,0
BHU,Bhutan,1984 Summer,1984,0.156,0.451,1,2,3.0,27.0,173.5,58.5,1,0,0,0,0,0
BIZ,Belize,1984 Summer,1984,0.211,0.162,3,7,1.571,23.0,175.0,70.0,1,0,0,0,0,0
BOL,Bolivia,1984 Summer,1984,3.752,5.944,5,9,1.111,27.0,170.0,62.0,1,0,0,0,0,0
BOT,Botswana,1984 Summer,1984,1.201,1.113,2,6,1.167,27.0,177.5,67.5,1,0,0,0,0,0
BRA,Brazil,1984 Summer,1984,142.957,129.273,17,81,1.691,23.0,180.0,73.0,1,0,1,29,2,32
BRN,Bahrain,1984 Summer,1984,4.534,0.406,2,3,0.667,21.0,195.0,80.0,1,0,0,0,0,0
CAF,Central African Republic,1984 Summer,1984,0.67,2.526,2,3,1.0,23.0,172.0,60.0,1,0,0,0,0,0
CAN,Canada,1984 Summer,1984,356.728,25.577,23,191,2.084,23.0,176.0,70.0,1,0,18,35,31,84
CHA,Chad,1984 Summer,1984,0.907,4.958,1,3,1.0,29.0,186.0,78.0,1,0,0,0,0,0
CHI,Chile,1984 Summer,1984,20.104,11.917,7,20,0.7,24.0,175.0,65.0,1,0,0,0,0,0
CHN,China,1984 Summer,1984,314.224,1043.57,19,105,2.048,21.0,172.0,65.0,1,0,24,13,37,74
CIV,Cote d'Ivoire,1984 Summer,1984,9.284,9.173,3,10,0.9,24.0,176.5,73.0,1,0,0,1,0,1
CMR,Cameroon,1984 Summer,1984,9.482,9.831,5,14,1.071,27.0,176.5,75.0,1,0,0,0,1,1
COD,Congo (Kinshasa),1984 Summer,1984,34.951,28.608,1,3,0.667,28.0,170.0,72.0,1,0,0,0,0,0
COL,Colombia,1984 Summer,1984,53.235,31.004,7,30,1.067,24.0,170.0,60.0,1,0,0,1,0,1
CRC,Costa Rica,1984 Summer,1984,3.678,2.588,5,16,0.875,23.0,176.0,64.5,1,0,0,0,0,0
CYP,Cyprus,1984 Summer,1984,2.447,0.535,4,9,1.111,29.0,174.5,68.0,1,0,0,0,0,0
DEN,Denmark,1984 Summer,1984,59.105,5.112,11,33,1.818,24.0,184.0,77.5,1,0,0,3,10,13
DOM,Dominican Republic,1984 Summer,1984,14.87,6.202,3,6,1.0,25.0,175.0,70.0,1,0,0,0,0,0
ECU,Ecuador,1984 Summer,1984,16.101,8.971,6,14,0.786,28.0,169.0,65.0,1,0,0,0,0,0
EGY,Egypt,1984 Summer,1984,41.888,45.237,12,70,1.3,24.0,178.0,75.0,1,0,0,1,0,1
ESA,El Salvador,1984 Summer,1984,2.385,4.879,5,14,0.643,21.5,172.0,68.0,1,0,0,0,0,0
ESP,Spain,1984 Summer,1984,172.381,38.55,23,104,1.721,23.0,175.0,72.0,1,0,2,14,3,19
FIJ,Fiji,1984 Summer,1984,1.276,0.698,5,22,0.636,25.5,178.5,74.0,1,0,0,0,0,0
FIN,Finland,1984 Summer,1984,53.032,4.87,15,76,1.132,25.0,178.0,73.5,1,0,4,2,6,12
FRA,France,1984 Summer,1984,532.339,54.895,20,137,1.62,23.0,176.0,69.0,1,0,20,16,31,67
GAB,Gabon,1984 Summer,1984,3.547,0.816,2,4,1.0,21.0,167.5,61.5,1,0,0,0,0,0
GBR,Great Britain,1984 Summer,1984,504.571,56.409,20,189,1.767,23.0,175.0,70.0,1,0,9,20,42,71
GEQ,Equatorial Guinea,1984 Summer,1984,0.044,0.338,1,5,0.8,20.0,175.0,71.0,1,0,0,0,0,0
GHA,Ghana,1984 Summer,1984,17.332,12.296,2,17,1.235,21.0,167.0,58.0,1,0,0,0,0,0
GRE,Greece,1984 Summer,1984,47.922,9.872,11,49,1.286,23.0,180.0,82.0,1,0,0,1,1,2
GRN,Grenada,1984 Summer,1984,0.146,0.098,2,2,1.0,21.5,176.5,67.5,1,0,0,0,0,0
GUA,Guatemala,1984 Summer,1984,9.276,7.975,9,40,0.6,18.0,173.0,65.0,1,0,0,0,0,0
GUY,Guyana,1984 Summer,1984,0.654,0.759,3,12,0.833,25.0,173.5,65.0,1,0,0,0,0,0
HAI,Haiti,1984 Summer,1984,3.656,6.312,1,1,1.0,30.0,175.0,65.0,1,0,0,0,0,0
HKG,Hong Kong,1984 Summer,1984,33.511,5.469,10,47,1.0,21.0,172.0,64.0,1,0,0,0,0,0
HON,Honduras,1984 Summer,1984,4.538,4.154,1,3,1.0,32.0,166.0,58.0,1,0,0,0,0,0
INA,Indonesia,1984 Summer,1984,107.218,159.502,6,16,1.0,22.0,167.0,58.0,1,0,0,0,0,0
IND,India,1984 Summer,1984,215.556,766.833,7,30,1.567,24.5,169.0,62.5,1,0,0,0,0,0
IRL,Ireland,1984 Summer,1984,19.842,3.556,10,32,1.281,24.0,174.0,63.0,1,0,0,1,0,1
ISL,Iceland,1984 Summer,1984,2.894,0.238,5,17,1.765,23.0,184.0,80.0,1,0,0,0,1,1
ISR,Israel,1984 Summer,1984,28.687,4.157,11,46,0.696,21.0,168.0,60.0,1,0,0,0,0,0
ITA,Italy,1984 Summer,1984,442.925,56.565,22,150,1.673,23.0,178.0,72.0,1,0,29,6,28,63
JAM,Jamaica,1984 Summer,1984,2.119,2.235,5,35,1.257,21.0,177.0,71.0,1,0,0,5,2,7
JOR,Jordan,1984 Summer,1984,5.127,2.78,2,11,1.091,24.0,173.0,70.0,1,0,0,0,0,0
JPN,Japan,1984 Summer,1984,1345.2,120.05,22,147,1.537,23.0,170.0,63.0,1,0,10,8,31,49
KEN,Kenya,1984 Summer,1984,8.788,18.1,5,21,1.714,25.0,173.0,64.0,1,0,1,0,1,2
KOR,South Korea,1984 Summer,1984,97.511,40.406,19,96,1.812,21.0,170.0,64.0,1,0,6,28,7,41
KSA,Saudi Arabia,1984 Summer,1984,119.631,11.33,2,2,8.0,22.0,170.5,65.5,1,0,0,0,0,0
KUW,Kuwait,1984 Summer,1984,21.457,1.6,5,13,1.385,21.0,178.0,70.0,1,0,0,0,0,0
LES,Lesotho,1984 Summer,1984,0.363,1.358,2,4,1.0,33.0,168.0,62.0,1,0,0,0,0,0
LIB,Lebanon,1984 Summer,1984,4.268,2.638,8,17,1.0,22.0,175.5,72.0,1,0,0,0,0,0
LUX,Luxembourg,1984 Summer,1984,4.403,0.366,3,4,1.25,36.0,174.0,76.0,1,0,0,0,0,0
MAD,Madagascar,1984 Summer,1984,3.906,9.714,2,5,1.0,26.0,168.0,59.0,1,0,0,0,0,0
MAR,Morocco,1984 Summer,1984,14.904,21.441,5,12,2.167,25.0,176.0,74.0,1,0,2,0,0,2
MAS,Malaysia,1984 Summer,1984,37.087,15.328,5,12,1.667,23.0,170.0,62.0,1,0,0,0,0,0
MAW,Malawi,1984 Summer,1984,2.095,7.368,3,16,0.938,25.0,169.0,67.0,1,0,0,0,0,0
MEX,Mexico,1984 Summer,1984,204.86,74.359,18,87,1.138,22.0,170.0,63.0,1,0,2,3,1,6
MLI,Mali,1984 Summer,1984,1.416,7.545,2,2,1.0,24.5,182.5,76.0,1,0,0,0,0,0
MOZ,Mozambique,1984 Summer,1984,3.417,13.201,2,11,0.727,26.0,174.0,65.0,1,0,0,0,0,0
MRI,Mauritius,1984 Summer,1984,1.094,1.012,1,7,0.571,20.0,180.0,70.0,1,0,0,0,0,0
NED,Netherlands,1984 Summer,1984,142.578,14.395,15,72,1.722,23.0,180.0,71.0,1,0,20,7,14,41
NEP,Nepal,1984 Summer,1984,3.096,16.479,1,3,1.667,25.0,165.0,56.0,1,0,0,0,0,0
NIG,Niger,1984 Summer,1984,2.056,6.634,1,2,1.0,24.5,175.0,64.5,1,0,0,0,0,0
NOR,Norway,1984 Summer,1984,62.058,4.146,16,74,1.365,25.0,180.0,73.0,1,0,0,1,3,4
NZL,New Zealand,1984 Summer,1984,22.347,3.211,18,75,1.72,24.0,179.0,74.0,1,0,16,1,6,23
OMA,Oman,1984 Summer,1984,9.358,1.696,2,11,0.818,21.0,176.0,62.0,1,0,0,0,0,0
PAK,Pakistan,1984 Summer,1984,40.549,90.098,5,15,2.067,23.0,174.0,69.0,1,0,16,0,0,16
PAN,Panama,1984 Summer,1984,5.5,2.176,4,8,0.75,20.5,171.5,64.0,1,0,0,0,0,0
PAR,Paraguay,1984 Summer,1984,4.931,3.545,4,14,0.714,22.0,173.5,70.0,1,0,0,0,0,0
PER,Peru,1984 Summer,1984,19.442,19.084,10,29,1.207,20.5,175.0,70.5,1,0,0,1,0,1
PHI,Philippines,1984 Summer,1984,35.86,52.864,5,27,0.667,21.0,167.0,57.0,1,0,0,0,0,0
PNG,Papua New Guinea,1984 Summer,1984,3.509,3.25,2,12,0.583,23.0,170.0,55.0,1,0,0,0,0,0
POR,Portugal,1984 Summer,1984,25.951,9.996,11,32,1.188,25.0,175.0,67.0,1,0,1,0,2,3
PUR,Puerto Rico,1984 Summer,1984,19.163,3.317,13,43,1.14,24.0,173.5,67.5,1,0,0,1,1,2
QAT,Qatar,1984 Summer,1984,5.708,0.326,2,2,5.5,22.0,172.0,70.0,1,0,0,0,0,0
ROU,Romania,1984 Summer,1984,39.111,22.868,13,86,1.442,22.0,172.0,68.0,1,0,40,31,35,106
RWA,Rwanda,1984 Summer,1984,1.56,5.832,1,4,0.5,23.5,165.5,59.5,1,0,0,0,0,0
SEN,Senegal,1984 Summer,1984,3.35,6.322,4,20,1.15,25.0,180.0,70.0,1,0,0,0,0,0
SEY,Seychelles,1984 Summer,1984,0.151,0.065,2,15,0.6,24.0,177.0,66.0,1,0,0,0,0,0
SGP,Singapore,1984 Summer,1984,19.563,2.732,2,7,0.714,21.0,180.0,75.0,1,0,0,0,0,0
SLE,Sierra Leone,1984 Summer,1984,2.062,3.819,2,4,1.25,22.0,178.0,70.0,1,0,0,0,0,0
SOL,Solomon Islands,1984 Summer,1984,0.182,0.263,1,1,1.0,29.0,185.0,65.0,1,0,0,0,0,0
SRI,Sri Lanka,1984 Summer,1984,7.142,16.322,3,5,0.8,22.0,177.0,70.0,1,0,0,0,0,0
SUD,Sudan,1984 Summer,1984,7.992,21.311,1,5,0.6,27.0,175.0,64.0,1,0,0,0,0,0
SUI,Switzerland,1984 Summer,1984,109.596,6.428,18,91,1.418,23.0,174.0,68.0,1,0,0,9,4,13
SWE,Sweden,1984 Summer,1984,108.255,8.343,19,138,1.261,23.0,180.5,74.5,1,0,3,18,13,34
SWZ,Swaziland,1984 Summer,1984,0.628,0.628,4,8,0.625,21.0,168.5,64.0,1,0,0,0,0,0
SYR,Syria,1984 Summer,1984,19.171,10.419,4,7,1.0,23.0,172.0,74.0,1,0,0,0,0,0
TAN,Tanzania,1984 Summer,1984,13.915,20.402,2,9,1.222,27.0,170.5,57.0,1,0,0,0,0,0
THA,Thailand,1984 Summer,1984,43.179,51.095,5,25,1.4,26.5,168.0,60.0,1,0,0,1,0,1
TOG,Togo,1984 Summer,1984,1.222,3.141,2,5,1.0,24.0,175.0,60.0,1,0,0,0,0,0
TTO,Trinidad and Tobago,1984 Summer,1984,7.891,1.155,5,14,1.143,21.0,180.0,73.0,1,0,0,0,0,0
TUN,Tunisia,1984 Summer,1984,9.054,7.037,6,17,1.353,23.0,174.5,70.0,1,0,0,0,0,0
TUR,Turkey,1984 Summer,1984,82.642,49.532,10,49,0.918,23.0,176.0,75.0,1,0,0,0,3,3
UGA,Uganda,1984 Summer,1984,7.399,12.734,3,22,1.045,25.0,173.0,63.0,1,0,0,0,0,0
URU,Uruguay,1984 Summer,1984,5.794,3.016,5,11,1.636,22.0,187.0,82.0,1,0,0,0,0,0
USA,United States,1984 Summer,1984,4037.65,236.307,25,216,2.407,24.0,178.0,70.0,1,1,186,116,50,352
VEN,Venezuela,1984 Summer,1984,57.826,16.773,9,26,0.923,21.0,180.0,73.0,1,0,0,0,3,3
ZAM,Zambia,1984 Summer,1984,3.003,6.695,2,7,0.714,22.0,176.0,67.0,1,0,0,0,0,0
ARG,Argentina,1984 Winter,1984,130.544,29.84,3,12,1.417,20.0,178.0,70.0,0,0,0,0,0,0
AUS,Australia,1984 Winter,1984,196.777,15.677,5,14,0.643,23.0,180.0,78.0,0,0,0,0,0,0
AUT,Austria,1984 Winter,1984,67.007,7.544,9,27,2.0,23.0,180.0,75.0,0,0,0,0,1,1
BEL,Belgium,1984 Winter,1984,81.237,9.853,2,6,0.667,25.0,177.0,75.0,0,0,0,0,0,0
BOL,Bolivia,1984 Winter,1984,3.752,5.944,1,3,1.0,25.0,185.0,72.0,0,0,0,0,0,0
BUL,Bulgaria,1984 Winter,1984,39.728,8.897,5,11,1.455,25.0,175.0,72.0,0,0,0,0,0,0
CAN,Canada,1984 Winter,1984,356.728,25.577,8,29,2.034,21.0,172.0,68.0,0,0,2,1,1,4
CHI,Chile,1984 Winter,1984,20.104,11.917,1,3,0.333,20.0,163.0,80.0,0,0,0,0,0,0
CHN,China,1984 Winter,1984,314.224,1043.57,3,15,1.067,23.0,168.0,58.0,0,0,0,0,0,0
CRC,Costa Rica,1984 Winter,1984,3.678,2.588,2,4,0.5,23.0,174.0,68.0,0,0,0,0,0,0
CYP,Cyprus,1984 Winter,1984,2.447,0.535,1,4,1.25,18.0,176.0,72.0,0,0,0,0,0,0
ESP,Spain,1984 Winter,1984,172.381,38.55,4,9,0.667,24.0,172.0,62.0,0,0,0,0,0,0
FIN,Finland,1984 Winter,1984,53.032,4.87,6,20,2.25,24.0,178.5,74.0,0,0,4,3,12,19
FRA,France,1984 Winter,1984,532.339,54.895,7,24,1.125,23.0,177.0,69.5,0,0,0,1,2,3
GBR,Great Britain,1984 Winter,1984,504.571,56.409,7,26,1.731,23.0,176.0,73.0,0,0,2,0,0,2
GRE,Greece,1984 Winter,1984,47.922,9.872,2,4,1.5,21.0,177.0,78.0,0,0,0,0,0,0
HUN,Hungary,1984 Winter,1984,21.174,10.641,4,8,1.125,21.5,175.5,72.0,0,0,0,0,0,0
ISL,Iceland,1984 Winter,1984,2.894,0.238,2,6,0.833,21.0,176.0,73.0,0,0,0,0,0,0
ITA,Italy,1984 Winter,1984,442.925,56.565,9,31,2.226,24.0,175.0,70.0,0,0,2,0,0,2
JPN,Japan,1984 Winter,1984,1345.2,120.05,9,29,1.345,22.0,169.0,65.0,0,0,0,1,0,1
KOR,South Korea,1984 Winter,1984,97.511,40.406,4,16,0.875,20.0,170.0,66.5,0,0,0,0,0,0
MEX,Mexico,1984 Winter,1984,204.86,74.359,1,3,0.333,25.0,183.0,77.0,0,0,0,0,0,0
NED,Netherlands,1984 Winter,1984,142.578,14.395,2,10,1.3,24.0,180.0,75.0,0,0,0,0,0,0
NOR,Norway,1984 Winter,1984,62.058,4.146,8,28,2.0,24.0,179.0,72.0,0,0,6,4,4,14
NZL,New Zealand,1984 Winter,1984,22.347,3.211,1,5,1.2,21.0,175.0,72.0,0,0,0,0,0,0
POL,Poland,1984 Winter,1984,75.656,37.049,6,13,2.308,25.0,173.0,72.0,0,0,0,0,0,0
PUR,Puerto Rico,1984 Winter,1984,19.163,3.317,1,1,1.0,36.0,185.0,105.0,0,0,0,0,0,0
ROU,Romania,1984 Winter,1984,39.111,22.868,6,16,1.0,23.0,175.5,72.0,0,0,0,0,0,0
SEN,Senegal,1984 Winter,1984,3.35,6.322,1,2,0.5,23.0,192.0,92.0,0,0,0,0,0,0
SUI,Switzerland,1984 Winter,1984,109.596,6.428,8,25,1.56,23.0,174.0,70.0,0,0,2,2,4,8
SWE,Sweden,1984 Winter,1984,108.255,8.343,8,29,2.069,24.0,179.5,77.0,0,0,7,2,21,30
TUR,Turkey,1984 Winter,1984,82.642,49.532,2,3,2.333,17.0,179.0,76.0,0,0,0,0,0,0
USA,United States,1984 Winter,1984,4037.65,236.307,10,39,2.641,23.0,176.0,74.0,0,0,4,5,0,9
ALG,Algeria,1988 Summer,1988,51.664,24.1,5,27,1.444,24.5,177.0,73.0,1,0,0,0,0,0
ANG,Angola,1988 Summer,1988,9.818,12.079,3,20,0.85,17.0,169.0,59.0,1,0,0,0,0,0
ANT,Antigua and Barbuda,1988 Summer,1988,0.399,0.061,4,19,0.789,23.0,178.0,67.0,1,0,0,0,0,0
ARG,Argentina,1988 Summer,1988,142.386,31.47,17,52,2.231,24.0,180.0,74.0,1,0,0,1,12,13
AUS,Australia,1988 Summer,1988,270.594,16.687,24,142,1.711,24.0,180.0,74.0,1,0,18,6,11,35
AUT,Austria,1988 Summer,1988,133.591,7.576,17,62,1.161,25.0,181.0,75.0,1,0,1,0,0,1
