Games,NOC,Athletes,Sports,Events,Competitor Age (Avg),Competitor Height (Avg),Competitor Weight (Avg),M/F,Summer,Home_Field Adv,Year,Gold,Silver,Bronze,Medaled,Total Medals,Athletes per Event,% Medal Bronze
2000 Summer,MOZ,4,2,4,23.5,166.75,63.75,1,1,0,2000,1,0,0,1,1,1.0,0.0
2000 Summer,MRI,20,8,20,23.5,171.45,69.425,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,MTN,2,1,2,17.0,164.0,66.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,MYA,7,4,7,23.714,160.286,53.571,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,NAM,11,6,16,27.455,172.909,66.727,1,1,0,2000,0,0,0,0,0,0.688,0.0
2000 Summer,NCA,4,3,4,25.5,176.75,76.75,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,NED,231,21,95,27.299,181.874,76.195,1,1,0,2000,27,29,23,1,79,2.432,0.291
2000 Summer,NEP,5,3,5,25.2,159.4,51.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,NGR,83,8,37,23.518,173.494,70.5,1,1,0,2000,6,2,0,1,8,2.243,0.0
2000 Summer,NOR,93,15,54,27.086,177.699,73.785,1,1,0,2000,20,4,19,1,43,1.722,0.442
2000 Summer,NRU,2,1,2,26.5,165.0,75.25,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,NZL,147,18,95,27.81,177.667,76.952,1,1,0,2000,1,0,3,1,4,1.547,0.75
2000 Summer,OMA,6,3,5,26.833,171.167,67.0,1,1,0,2000,0,0,0,0,0,1.2,0.0
2000 Summer,PAK,26,6,11,24.192,174.808,68.423,1,1,0,2000,0,0,0,0,0,2.364,0.0
2000 Summer,PAN,6,5,7,25.0,175.333,75.5,1,1,0,2000,0,0,0,0,0,0.857,0.0
2000 Summer,PAR,4,3,4,21.25,173.5,69.25,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,PER,21,7,12,26.429,175.286,70.714,1,1,0,2000,0,0,0,0,0,1.75,0.0
2000 Summer,PHI,18,8,20,21.944,165.778,59.667,1,1,0,2000,0,0,0,0,0,0.9,0.0
2000 Summer,PLE,2,2,2,22.5,170.0,63.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,PLW,4,3,4,21.75,162.0,57.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,PNG,2,2,2,18.0,167.0,62.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,POL,187,20,133,25.69,179.348,77.158,1,1,0,2000,7,10,7,1,24,1.406,0.292
2000 Summer,POR,61,13,50,27.574,177.131,71.164,1,1,0,2000,0,0,2,1,2,1.22,1.0
2000 Summer,PRK,30,10,33,23.6,161.267,55.483,1,1,0,2000,0,1,3,1,4,0.909,0.75
2000 Summer,PUR,29,10,31,26.0,173.483,69.448,1,1,0,2000,0,0,0,0,0,0.935,0.0
2000 Summer,QAT,16,5,13,23.062,180.5,77.969,1,1,0,2000,0,0,1,1,1,1.231,1.0
2000 Summer,ROU,145,16,116,25.159,176.462,71.424,1,1,0,2000,27,6,13,1,46,1.25,0.283
2000 Summer,RSA,127,17,68,25.417,179.323,75.638,1,1,0,2000,0,2,3,1,5,1.868,0.6
2000 Summer,RUS,434,30,238,26.065,179.486,74.207,1,1,0,2000,66,66,54,1,186,1.824,0.29
2000 Summer,RWA,2,2,2,26.0,175.5,63.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,SCG,108,13,49,25.407,188.574,84.463,1,1,0,2000,11,1,13,1,25,2.204,0.52
2000 Summer,SEN,26,6,15,24.5,179.846,72.962,1,1,0,2000,0,0,0,0,0,1.733,0.0
2000 Summer,SEY,8,5,8,21.875,173.25,68.25,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,SKN,2,1,4,25.0,174.0,71.0,1,1,0,2000,0,0,0,0,0,0.5,0.0
2000 Summer,SLO,74,13,53,25.392,181.554,77.243,1,1,0,2000,3,0,0,1,3,1.396,0.0
2000 Summer,SMR,4,3,4,28.75,176.25,75.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,SOL,1,1,1,17.0,172.0,64.0,0,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,SOM,2,1,2,23.0,173.0,65.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,SRI,17,4,16,26.118,170.235,60.353,1,1,0,2000,0,1,0,1,1,1.062,0.0
2000 Summer,STP,2,1,2,24.5,178.5,74.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,SUD,3,2,3,19.0,174.667,60.333,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,SUI,102,19,82,27.265,177.373,69.922,1,1,0,2000,1,11,2,1,14,1.244,0.143
2000 Summer,SUR,4,2,5,24.0,167.75,63.0,1,1,0,2000,0,0,0,0,0,0.8,0.0
2000 Summer,SVK,107,16,63,24.804,180.916,76.336,1,1,0,2000,2,3,1,1,6,1.698,0.167
2000 Summer,SWE,150,22,92,27.367,180.013,76.567,1,1,0,2000,4,20,8,1,32,1.63,0.25
2000 Summer,SWZ,6,4,6,22.333,173.5,61.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,SYR,8,4,7,26.0,178.5,71.25,1,1,0,2000,0,0,0,0,0,1.143,0.0
2000 Summer,TAN,4,1,2,27.0,171.25,59.0,1,1,0,2000,0,0,0,0,0,2.0,0.0
2000 Summer,TGA,3,2,3,27.667,173.333,79.667,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,THA,49,11,51,23.347,170.245,63.02,1,1,0,2000,1,0,2,1,3,0.961,0.667
2000 Summer,TJK,4,2,4,22.25,168.5,57.25,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,TKM,8,6,8,25.375,170.0,68.625,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,TOG,3,2,3,19.333,171.0,68.333,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,TPE,55,14,59,22.455,168.691,63.127,1,1,0,2000,0,1,4,1,5,0.932,0.8
2000 Summer,TTO,19,3,18,23.789,177.947,73.211,1,1,0,2000,0,1,1,1,2,1.056,0.5
2000 Summer,TUN,47,10,34,24.404,179.128,77.426,1,1,0,2000,0,0,0,0,0,1.382,0.0
2000 Summer,TUR,57,10,58,24.333,174.018,72.105,1,1,0,2000,3,0,2,1,5,0.983,0.4
2000 Summer,UAE,4,3,5,25.5,175.25,73.5,1,1,0,2000,0,0,0,0,0,0.8,0.0
2000 Summer,UGA,12,4,12,24.5,164.917,57.25,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,UKR,228,23,183,25.417,176.715,73.031,1,1,0,2000,3,19,12,1,34,1.246,0.353
2000 Summer,URU,15,7,16,26.333,176.0,74.933,1,1,0,2000,0,1,0,1,1,0.938,0.0
2000 Summer,USA,584,31,265,27.084,178.702,75.187,1,1,0,2000,130,61,50,1,241,2.204,0.207
2000 Summer,UZB,68,12,68,24.456,176.632,74.801,1,1,0,2000,1,1,2,1,4,1.0,0.5
2000 Summer,VAN,2,1,2,27.0,166.5,63.5,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,VEN,49,17,49,23.755,171.98,68.969,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,VIE,7,4,7,22.429,163.429,54.429,1,1,0,2000,0,1,0,1,1,1.0,0.0
2000 Summer,VIN,4,2,4,21.0,172.5,64.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,YEM,2,1,2,25.0,171.5,61.0,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,ZAM,6,3,6,23.667,173.167,64.833,1,1,0,2000,0,0,0,0,0,1.0,0.0
2000 Summer,ZIM,15,5,18,26.2,178.2,70.067,1,1,0,2000,0,0,0,0,0,0.833,0.0
2002 Winter,AND,3,1,4,25.0,175.0,75.0,1,0,0,2002,0,0,0,0,0,0.75,0.0
2002 Winter,ARG,11,5,17,26.182,173.182,73.727,1,0,0,2002,0,0,0,0,0,0.647,0.0
2002 Winter,ARM,6,3,13,27.5,173.333,70.667,1,0,0,2002,0,0,0,0,0,0.462,0.0
2002 Winter,AUS,25,5,20,24.88,170.68,70.4,1,0,0,2002,2,0,0,1,2,1.25,0.0
2002 Winter,AUT,90,12,40,27.378,178.844,78.722,1,0,0,2002,3,4,13,1,20,2.25,0.65
2002 Winter,AZE,2,1,1,23.5,172.0,61.0,1,0,0,2002,0,0,0,0,0,2.0,0.0
2002 Winter,BEL,6,3,7,23.167,177.167,71.333,1,0,0,2002,0,0,0,0,0,0.857,0.0
2002 Winter,BER,1,1,1,27.0,172.0,71.0,1,0,0,2002,0,0,0,0,0,1.0,0.0
2002 Winter,BIH,2,1,3,22.5,185.5,97.5,1,0,0,2002,0,0,0,0,0,0.667,0.0
2002 Winter,BLR,64,9,38,26.719,175.516,71.891,1,0,0,2002,0,0,1,1,1,1.684,1.0
2002 Winter,BRA,10,4,6,26.2,177.3,76.8,1,0,0,2002,0,0,0,0,0,1.667,0.0
2002 Winter,BUL,23,7,27,24.217,171.609,66.826,1,0,0,2002,0,1,2,1,3,0.852,0.667
2002 Winter,CAN,150,13,64,27.007,175.58,75.51,1,0,0,2002,52,7,15,1,74,2.344,0.203
2002 Winter,CHI,6,2,8,22.5,169.0,66.167,1,0,0,2002,0,0,0,0,0,0.75,0.0
2002 Winter,CHN,62,7,37,22.67,168.961,64.046,1,0,0,2002,2,5,9,1,16,1.676,0.562
2002 Winter,CMR,1,1,2,29.0,198.0,54.0,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,CRO,13,5,18,22.615,176.615,76.385,1,0,0,2002,3,1,0,1,4,0.722,0.0
2002 Winter,CYP,1,1,2,24.0,178.0,72.0,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,CZE,75,13,50,25.653,178.28,76.987,1,0,0,2002,1,2,0,1,3,1.5,0.0
2002 Winter,DEN,11,2,3,35.182,173.182,74.636,1,0,0,2002,0,0,0,0,0,3.667,0.0
2002 Winter,ESP,7,3,7,26.714,171.143,66.0,1,0,0,2002,0,0,0,0,0,1.0,0.0
2002 Winter,EST,17,5,20,26.353,179.647,70.029,1,0,0,2002,1,1,1,1,3,0.85,0.333
2002 Winter,FIJ,1,1,2,21.0,178.0,76.0,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,FIN,98,11,41,25.888,175.837,72.883,1,0,0,2002,7,5,1,1,13,2.39,0.077
2002 Winter,FRA,114,15,54,26.035,176.728,74.991,1,0,0,2002,5,5,5,1,15,2.111,0.333
2002 Winter,GBR,46,10,30,28.652,174.283,75.326,1,0,0,2002,5,0,1,1,6,1.533,0.167
2002 Winter,GEO,4,3,6,23.75,173.0,67.0,1,0,0,2002,0,0,0,0,0,0.667,0.0
2002 Winter,GER,155,14,68,26.213,176.665,73.768,1,0,0,2002,26,23,12,1,61,2.279,0.197
2002 Winter,GRE,8,5,15,26.125,174.0,71.5,1,0,0,2002,0,0,0,0,0,0.533,0.0
2002 Winter,HKG,2,1,3,17.5,165.5,55.0,0,0,0,2002,0,0,0,0,0,0.667,0.0
2002 Winter,HUN,25,7,30,24.68,176.88,75.08,1,0,0,2002,0,0,0,0,0,0.833,0.0
2002 Winter,IND,1,1,1,20.0,183.0,85.0,1,0,0,2002,0,0,0,0,0,1.0,0.0
2002 Winter,IRI,2,2,2,24.5,175.0,78.0,1,0,0,2002,0,0,0,0,0,1.0,0.0
2002 Winter,IRL,6,4,8,31.5,181.0,83.667,1,0,0,2002,0,0,0,0,0,0.75,0.0
2002 Winter,ISL,6,1,7,22.5,173.833,74.167,1,0,0,2002,0,0,0,0,0,0.857,0.0
2002 Winter,ISR,2,1,1,26.5,159.0,55.0,1,0,0,2002,0,0,0,0,0,2.0,0.0
2002 Winter,ISV,8,2,3,32.5,176.5,85.375,1,0,0,2002,0,0,0,0,0,2.667,0.0
2002 Winter,ITA,108,12,66,26.17,172.864,69.512,1,0,0,2002,4,11,6,1,21,1.636,0.286
2002 Winter,JAM,2,1,1,30.5,182.0,103.5,1,0,0,2002,0,0,0,0,0,2.0,0.0
2002 Winter,JPN,103,14,66,25.204,167.282,62.864,1,0,0,2002,0,1,1,1,2,1.561,0.5
2002 Winter,KAZ,49,7,32,25.082,170.245,63.224,1,0,0,2002,0,0,0,0,0,1.531,0.0
2002 Winter,KEN,1,1,2,30.0,180.0,70.0,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,KGZ,1,1,2,36.0,177.0,75.0,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,KOR,46,9,39,20.239,170.913,64.935,1,0,0,2002,5,2,0,1,7,1.179,0.0
2002 Winter,LAT,47,8,21,28.298,181.17,84.085,1,0,0,2002,0,0,0,0,0,2.238,0.0
2002 Winter,LIB,1,1,2,17.0,168.0,60.0,0,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,LIE,8,2,9,28.25,179.375,81.25,1,0,0,2002,0,0,0,0,0,0.889,0.0
2002 Winter,LTU,8,3,12,24.75,173.25,65.375,1,0,0,2002,0,0,0,0,0,0.667,0.0
2002 Winter,MDA,5,3,9,27.8,172.8,68.6,1,0,0,2002,0,0,0,0,0,0.556,0.0
2002 Winter,MEX,2,2,2,37.5,177.5,85.5,1,0,0,2002,0,0,0,0,0,1.0,0.0
2002 Winter,MGL,3,2,3,19.667,167.0,62.0,1,0,0,2002,0,0,0,0,0,1.0,0.0
2002 Winter,MKD,2,2,4,25.0,179.0,73.5,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,MON,5,1,2,32.0,180.8,91.4,1,0,0,2002,0,0,0,0,0,2.5,0.0
2002 Winter,NED,26,4,17,26.808,179.308,75.538,1,0,0,2002,3,5,0,1,8,1.529,0.0
2002 Winter,NEP,1,1,2,29.0,170.0,60.0,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,NOR,77,11,49,28.026,177.701,73.221,1,0,0,2002,23,11,7,1,41,1.571,0.171
2002 Winter,NZL,10,5,10,26.8,179.6,81.0,1,0,0,2002,0,0,0,0,0,1.0,0.0
2002 Winter,POL,27,9,27,25.815,177.185,71.778,1,0,0,2002,0,1,1,1,2,1.0,0.5
2002 Winter,ROU,21,8,26,23.19,174.857,71.667,1,0,0,2002,0,0,0,0,0,0.808,0.0
2002 Winter,RSA,1,1,4,23.0,175.0,75.0,1,0,0,2002,0,0,0,0,0,0.25,0.0
2002 Winter,RUS,151,15,62,25.046,175.152,72.013,1,0,0,2002,6,5,27,1,38,2.435,0.711
2002 Winter,SCG,6,2,5,25.167,183.167,90.833,1,0,0,2002,0,0,0,0,0,1.2,0.0
2002 Winter,SLO,37,8,32,26.162,174.622,71.297,1,0,0,2002,0,0,4,1,4,1.156,1.0
2002 Winter,SMR,1,1,1,17.0,175.0,76.0,1,0,0,2002,0,0,0,0,0,1.0,0.0
2002 Winter,SUI,110,13,52,26.318,176.482,75.309,1,0,0,2002,3,7,14,1,24,2.115,0.583
2002 Winter,SVK,49,10,34,25.592,178.98,80.265,1,0,0,2002,0,0,0,0,0,1.441,0.0
2002 Winter,SWE,102,11,47,26.5,176.824,76.069,1,0,0,2002,0,2,24,1,26,2.17,0.923
2002 Winter,THA,1,1,2,43.0,169.0,74.0,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,TJK,1,1,2,24.0,180.0,82.0,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,TPE,6,2,2,25.667,179.0,81.667,1,0,0,2002,0,0,0,0,0,3.0,0.0
2002 Winter,TTO,3,1,1,30.333,183.667,88.333,1,0,0,2002,0,0,0,0,0,3.0,0.0
2002 Winter,TUR,2,1,4,18.0,167.0,62.0,1,0,0,2002,0,0,0,0,0,0.5,0.0
2002 Winter,UKR,66,11,47,25.894,176.409,74.561,1,0,0,2002,0,0,0,0,0,1.404,0.0
2002 Winter,USA,200,15,78,26.75,174.665,74.45,1,0,1,2002,10,58,15,1,83,2.564,0.181
2002 Winter,UZB,2,1,2,27.0,168.0,54.0,1,0,0,2002,0,0,0,0,0,1.0,0.0
2002 Winter,VEN,4,1,2,32.0,171.5,68.5,1,0,0,2002,0,0,0,0,0,2.0,0.0
2004 Summer,AFG,4,3,4,18.5,170.75,64.75,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,AHO,3,2,3,32.333,183.667,80.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,ALB,7,4,7,20.857,172.286,70.714,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,ALG,60,10,57,25.333,173.517,67.167,1,1,0,2004,0,0,0,0,0,1.053,0.0
2004 Summer,AND,6,4,6,29.667,173.333,68.5,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,ANG,30,5,5,26.7,182.9,81.467,1,1,0,2004,0,0,0,0,0,6.0,0.0
2004 Summer,ANT,5,2,5,20.0,169.0,59.8,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,ARG,152,22,86,27.151,177.77,75.951,1,1,0,2004,28,0,21,1,49,1.767,0.429
2004 Summer,ARM,18,8,19,26.389,173.5,78.667,1,1,0,2004,0,0,0,0,0,0.947,0.0
2004 Summer,ARU,4,3,4,22.0,175.75,74.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,ASA,3,2,3,30.0,172.0,91.667,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,AUS,470,33,219,26.432,178.983,75.237,1,1,0,2004,49,77,31,1,157,2.146,0.197
2004 Summer,AUT,74,18,56,27.919,179.351,72.946,1,1,0,2004,3,4,1,1,8,1.321,0.125
2004 Summer,AZE,36,10,36,26.056,172.778,71.944,1,1,0,2004,1,0,4,1,5,1.0,0.8
2004 Summer,BAH,22,3,18,25.682,175.136,73.545,1,1,0,2004,1,0,1,1,2,1.222,0.5
2004 Summer,BAN,4,3,4,19.25,168.0,59.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,BAR,10,5,15,25.1,180.7,82.5,1,1,0,2004,0,0,0,0,0,0.667,0.0
2004 Summer,BDI,7,2,5,25.0,171.0,57.143,1,1,0,2004,0,0,0,0,0,1.4,0.0
2004 Summer,BEL,50,14,41,28.62,176.68,67.86,1,1,0,2004,1,0,2,1,3,1.22,0.667
2004 Summer,BEN,4,2,4,22.75,174.5,67.75,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,BER,10,6,7,31.3,176.7,75.6,1,1,0,2004,0,0,0,0,0,1.429,0.0
2004 Summer,BHU,2,1,2,25.5,167.5,57.5,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,BIH,9,8,11,25.778,182.444,78.222,1,1,0,2004,0,0,0,0,0,0.818,0.0
2004 Summer,BIZ,2,1,2,23.5,176.5,70.5,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,BLR,151,22,121,25.735,177.523,75.553,1,1,0,2004,2,5,8,1,15,1.248,0.533
2004 Summer,BOL,7,5,11,23.571,168.857,62.571,1,1,0,2004,0,0,0,0,0,0.636,0.0
2004 Summer,BOT,11,2,8,24.455,172.545,62.455,1,1,0,2004,0,0,0,0,0,1.375,0.0
2004 Summer,BRA,243,26,133,26.202,177.469,71.7,1,1,0,2004,18,19,3,1,40,1.827,0.075
2004 Summer,BRN,10,4,10,22.6,173.0,66.5,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,BRU,1,1,1,22.0,173.0,65.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,BUL,95,19,94,25.663,175.263,71.611,1,1,0,2004,2,1,14,1,17,1.011,0.824
2004 Summer,BUR,5,3,5,28.8,174.0,71.6,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,CAF,4,3,4,26.0,171.75,60.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,CAM,4,2,4,20.25,165.5,60.25,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,CAN,262,28,151,27.13,176.0,71.813,1,1,0,2004,3,10,4,1,17,1.735,0.235
2004 Summer,CAY,5,2,8,21.6,175.4,72.6,1,1,0,2004,0,0,0,0,0,0.625,0.0
2004 Summer,CGO,4,3,4,20.5,174.75,80.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,CHA,1,1,1,27.0,170.0,59.0,0,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,CHI,22,11,25,26.136,176.955,76.5,1,1,0,2004,3,0,1,1,4,0.88,0.25
2004 Summer,CHN,372,31,204,23.52,174.729,68.584,1,1,0,2004,52,27,15,1,94,1.824,0.16
2004 Summer,CIV,5,3,5,24.2,172.8,66.6,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,CMR,17,5,15,23.941,174.235,73.176,1,1,0,2004,1,0,0,1,1,1.133,0.0
2004 Summer,COD,4,2,4,21.75,174.0,65.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,COK,3,2,3,26.333,170.333,87.667,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,COL,52,15,59,25.712,170.538,66.76,1,1,0,2004,0,0,2,1,2,0.881,1.0
2004 Summer,COM,2,1,2,25.0,175.5,57.5,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,CPV,3,3,3,27.333,180.333,69.333,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,CRC,20,6,8,24.35,176.35,72.45,1,1,0,2004,0,0,0,0,0,2.5,0.0
2004 Summer,CRO,81,14,57,26.457,187.235,87.346,1,1,0,2004,15,3,3,1,21,1.421,0.143
2004 Summer,CUB,151,18,108,25.762,175.53,74.911,1,1,0,2004,32,8,22,1,62,1.398,0.355
2004 Summer,CYP,20,7,20,25.4,175.85,70.35,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,CZE,142,20,104,26.648,180.93,75.697,1,1,0,2004,1,6,6,1,13,1.365,0.462
2004 Summer,DEN,92,16,59,27.467,178.565,71.38,1,1,0,2004,19,1,9,1,29,1.559,0.31
2004 Summer,DMA,2,1,2,22.0,171.5,63.5,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,DOM,33,9,22,24.424,177.758,70.106,1,1,0,2004,1,0,0,1,1,1.5,0.0
2004 Summer,ECU,16,7,15,27.562,170.562,66.625,1,1,0,2004,0,0,0,0,0,1.067,0.0
2004 Summer,EGY,96,17,48,25.156,178.807,79.068,1,1,0,2004,1,1,3,1,5,2.0,0.6
2004 Summer,ERI,4,1,3,23.5,163.25,51.25,1,1,0,2004,0,0,1,1,1,1.333,1.0
2004 Summer,ESA,7,6,9,24.429,165.143,62.857,1,1,0,2004,0,0,0,0,0,0.778,0.0
2004 Summer,ESP,316,27,155,26.611,175.826,71.062,1,1,0,2004,4,17,9,1,30,2.039,0.3
2004 Summer,EST,42,10,34,26.286,183.952,83.048,1,1,0,2004,0,1,2,1,3,1.235,0.667
2004 Summer,ETH,26,2,12,22.962,166.885,52.077,1,1,0,2004,2,3,2,1,7,2.167,0.286
2004 Summer,FIJ,8,6,9,26.75,176.875,78.5,1,1,0,2004,0,0,0,0,0,0.889,0.0
2004 Summer,FIN,53,12,53,27.547,179.868,79.943,1,1,0,2004,0,2,0,1,2,1.0,0.0
2004 Summer,FRA,308,27,193,26.864,177.964,71.49,1,1,0,2004,21,10,22,1,53,1.596,0.415
2004 Summer,FSM,5,3,5,22.6,164.0,58.4,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,GAB,5,3,5,24.0,169.4,69.6,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,GAM,2,1,3,23.0,177.0,61.5,1,1,0,2004,0,0,0,0,0,0.667,0.0
2004 Summer,GBR,264,24,162,26.826,178.534,73.864,1,1,0,2004,17,25,15,1,57,1.63,0.263
2004 Summer,GBS,3,2,3,25.0,165.0,60.333,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,GEO,32,10,38,25.031,175.344,78.828,1,1,0,2004,2,2,0,1,4,0.842,0.0
2004 Summer,GEQ,2,1,2,20.5,171.5,65.5,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,GER,441,29,228,27.143,180.683,76.236,1,1,0,2004,41,45,63,1,149,1.934,0.423
2004 Summer,GHA,22,2,9,23.136,175.955,74.455,1,1,0,2004,0,0,0,0,0,2.444,0.0
2004 Summer,GRE,425,33,214,25.873,177.266,72.828,1,1,1,2004,8,18,5,1,31,1.986,0.161
2004 Summer,GRN,5,2,5,22.8,178.2,72.4,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,GUA,18,8,17,27.278,170.944,65.611,1,1,0,2004,0,0,0,0,0,1.059,0.0
2004 Summer,GUI,2,2,3,21.5,175.0,67.0,1,1,0,2004,0,0,0,0,0,0.667,0.0
2004 Summer,GUM,4,3,4,25.25,179.75,74.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,GUY,4,3,4,24.75,172.75,69.5,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,HAI,8,4,8,25.875,178.75,80.562,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,HKG,32,10,29,22.875,169.625,62.531,1,1,0,2004,0,2,0,1,2,1.103,0.0
2004 Summer,HON,5,4,5,22.8,171.8,69.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,HUN,208,20,138,26.123,180.334,77.565,1,1,0,2004,24,12,4,1,40,1.507,0.1
2004 Summer,INA,38,14,27,24.526,166.526,60.921,1,1,0,2004,1,1,3,1,5,1.407,0.6
2004 Summer,IND,73,14,43,25.0,170.288,69.192,1,1,0,2004,0,1,0,1,1,1.698,0.0
2004 Summer,IRI,37,10,35,24.649,176.514,81.297,1,1,0,2004,2,2,2,1,6,1.057,0.333
2004 Summer,IRL,45,9,31,28.378,179.667,69.556,1,1,0,2004,0,0,0,0,0,1.452,0.0
2004 Summer,IRQ,24,7,8,23.0,176.208,75.083,1,1,0,2004,0,0,0,0,0,3.0,0.0
2004 Summer,ISL,26,5,20,26.231,185.846,83.885,1,1,0,2004,0,0,0,0,0,1.3,0.0
2004 Summer,ISR,36,14,41,26.361,172.611,66.889,1,1,0,2004,1,0,1,1,2,0.878,0.5
2004 Summer,ISV,6,4,9,25.5,182.333,77.667,1,1,0,2004,0,0,0,0,0,0.667,0.0
2004 Summer,ITA,364,30,175,26.473,178.893,74.218,1,1,0,2004,24,41,39,1,104,2.08,0.375
2004 Summer,IVB,1,1,1,27.0,178.0,77.0,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,JAM,46,4,26,25.326,176.761,70.891,1,1,0,2004,6,1,6,1,13,1.769,0.462
2004 Summer,JOR,8,5,8,21.5,174.75,69.312,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,JPN,305,31,169,25.961,169.83,64.746,1,1,0,2004,21,20,52,1,93,1.805,0.559
2004 Summer,KAZ,114,17,95,26.456,176.553,72.504,1,1,0,2004,1,4,3,1,8,1.2,0.375
2004 Summer,KEN,46,4,16,25.109,168.217,59.109,1,1,0,2004,1,4,2,1,7,2.875,0.286
2004 Summer,KGZ,29,9,32,24.586,176.034,70.448,1,1,0,2004,0,0,0,0,0,0.906,0.0
2004 Summer,KIR,3,2,3,19.0,167.333,73.333,1,1,0,2004,0,0,0,0,0,1.0,0.0
2004 Summer,KOR,259,25,149,24.458,174.038,68.486,1,1,0,2004,14,28,10,1,52,1.738,0.192
